OTU_ID	domain	domain_conf	phylum	phylum_conf	class	class_conf	order	order_conf	family	family_conf	genus	genus_conf	species	species_conf	blast_query	blast_strain	blast_16s_completeness	blast_percent_identity	blast_alignment_length	ncbi_avglinkage_otu_id	num_of_sp_in_cluster	num_of_sp_in_db	num_of_otus_with_same_sp
OTU_484	Bacteria	0.7068	Planctomycetes	0.5623	Phycisphaerae	0.0692	Phycisphaerales	0.0483	Phycisphaeraceae	0.0137	Algisphaera	0.0011	Algisphaera_agarilytica	0	NA	NA	NA	NA	NA	5855	1	1	1
OTU_485	Bacteria	1	Firmicutes	0.9763	Clostridia	0.949	Clostridiales	0.9152	Oscillospiraceae	0.4855	Oscillibacter	0.2877	Oscillibacter_valericigenes	0.0141	NA	NA	NA	NA	NA	2597	1	2	1
OTU_486	Bacteria	1	Bacteroidetes	0.9987	Chitinophagia	0.9625	Chitinophagales	0.9371	Chitinophagaceae	0.9432	Niastella	0.1355	Niastella_yeongjuensis	0.0076	NA	NA	NA	NA	NA	3395	2	1	1
OTU_487	Bacteria	1	Firmicutes	0.999	Clostridia	0.9625	Clostridiales	0.9371	unsure_Terrabacteria_group	0.4449	Flavonifractor	0.1664	Flavonifractor_plautii	0.0241	NA	NA	NA	NA	NA	39	2	2	1
OTU_488	Bacteria	1	Firmicutes	0.9968	Clostridia	0.9933	Clostridiales	0.9907	Lachnospiraceae	0.9887	Anaerostipes	0.9883	Anaerostipes_hadrus	0.9529	NA	NA	NA	NA	NA	4141	1	3	1
OTU_489	Bacteria	1	Bacteroidetes	0.9988	Bacteroidia	0.9992	Bacteroidales	0.9979	Bacteroidaceae	0.9905	Bacteroides	0.9918	Bacteroides_stercoris	0.9392	NA	NA	NA	NA	NA	1246	1	2	1
OTU_49	Bacteria	1	Proteobacteria	0.9927	Betaproteobacteria	0.9913	Burkholderiales	0.97	Comamonadaceae	0.8437	Variovorax	0.7821	Variovorax_paradoxus	0.3055	d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:unsure_unclassified_Burkholderiales,g:Sphaerotilus,s:Sphaerotilus_natans	D-501_16S	no	92.1	1436	2727	6	4	1
OTU_490	Bacteria	1	Firmicutes	0.9947	Bacilli	0.9893	Bacillales	0.8643	Bacillaceae	0.8238	Bacillus	0.6407	Bacillus_lentus	0.2112	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae,g:Bacillus,s:Bacillus_oceanisediminis	H2_16S	no	97.3	1386	2415	2	5	2
OTU_492	Bacteria	1	Firmicutes	0.9994	Clostridia	0.9828	Clostridiales	0.97	Ruminococcaceae	0.9432	Gemmiger	0.1664	Gemmiger_formicilis	0.0241	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Streptomycetales,f:Streptomycetaceae,g:Streptomyces,s:Streptomyces_corchorusii	CSSP669_16S	no	96.6	29	1633	2	1	1
OTU_493	Bacteria	1	Firmicutes	0.9215	Clostridia	0.6967	Clostridiales	0.3906	Lachnospiraceae	0.2014	Lachnoclostridium	0.0497	Clostridium_saccharolyticum	0.0026	NA	NA	NA	NA	NA	360	11	2	1
OTU_494	Bacteria	0.5287	Firmicutes	0.3295	Bacilli	0.0448	Bacillales	0.0249	unsure_Terrabacteria_group	0.0026	Exiguobacterium	5e-4	Exiguobacterium_aurantiacum	0	NA	NA	NA	NA	NA	3007	9	2	1
OTU_495	Bacteria	1	Planctomycetes	0.9983	Planctomycetia	0.9986	Planctomycetales	0.9938	Isosphaeraceae	0.8835	Aquisphaera	0.1355	Aquisphaera_giovannonii	0.0141	d:Bacteria,p:Planctomycetes,c:Planctomycetia,o:Planctomycetales,f:Isosphaeraceae,g:Aquisphaera,s:Aquisphaera_giovannonii	OJF8_16S	no	94.1	1440	5818	1	2	2
OTU_496	Bacteria	1	Proteobacteria	0.9329	Alphaproteobacteria	0.8747	Rickettsiales	0.5655	Rickettsiaceae	0.4855	Rickettsia	0.0926	Rickettsia_montanensis	9e-4	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Methylococcales,f:Methylococcaceae,g:Methylomicrobium,s:Methylomicrobium_japanense	NI_16S	no	100	30	238	28	2	1
OTU_497	Bacteria	0.5509	Proteobacteria	0.3627	Betaproteobacteria	0.0489	Burkholderiales	0.0288	Comamonadaceae	0.0045	Lampropedia	6e-4	Lampropedia_hyalina	0	d:Bacteria,p:Proteobacteria,c:Acidithiobacillia,o:Acidithiobacillales,f:Acidithiobacillaceae,g:Acidithiobacillus,s:Acidithiobacillus_ferrooxidans	ATCC_53993	yes	92.5	40	2491	1	4	1
OTU_498	Bacteria	1	Proteobacteria	0.9804	Gammaproteobacteria	0.9693	Enterobacterales	0.9481	Enterobacteriaceae	0.7533	Klebsiella	0.5908	Enterobacter_aerogenes	0.3055	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacterales,f:Erwiniaceae,g:Erwinia,s:Erwinia_billingiae	Eb661_16S	yes	97.8	814	8	48	5	1
OTU_499	Bacteria	1	Proteobacteria	0.9845	Gammaproteobacteria	0.9828	Enterobacterales	0.97	Enterobacteriaceae	0.8437	Klebsiella	0.7349	Enterobacter_aerogenes	0.5993	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacterales,f:Enterobacteriaceae,g:Klebsiella,s:Enterobacter_aerogenes	ATCC_13048	no	99.7	1377	8	48	5	1
OTU_5	Bacteria	1	Proteobacteria	0.9978	Betaproteobacteria	0.9953	Burkholderiales	0.97	Alcaligenaceae	0.9774	Achromobacter	0.8292	Achromobacter_xylosoxidans	0.494	d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Alcaligenaceae,g:Achromobacter,s:Achromobacter_insolitus	LMG_6003	no	99.8	1444	53	23	4	1
OTU_50	Bacteria	1	Proteobacteria	0.964	Alphaproteobacteria	0.9287	Rhizobiales	0.8643	Aurantimonadaceae	0.7915	Aurantimonas	0.5302	Aureimonas_phyllosphaerae	0.2112	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Rhizobium,s:Rhizobium_taibaishanense	CCNWSX_0483	no	93.1	1305	4623	1	2	1
OTU_500	Bacteria	1	Firmicutes	0.9479	Clostridia	0.9017	Clostridiales	0.7322	Ruminococcaceae	0.6006	Ruminococcus	0.4696	Ruminococcus_faecis	0.1169	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Leucobacter,s:Leucobacter_komagatae	DSM_8803	yes	93.9	33	5311	1	1	1
OTU_501	Bacteria	0.8404	Proteobacteria	0.6289	Deltaproteobacteria	0.0813	Desulfuromonadales	0.0561	Geobacteraceae	0.0155	Geoalkalibacter	0.0016	Geoalkalibacter_ferrihydriticus	0	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Micrococcaceae,g:Rothia,s:Rothia_mucilaginosa	DY-18_16S	yes	93.8	65	2199	1	1	1
OTU_502	Bacteria	0.974	Bacteroidetes	0.8609	Cytophagia	0.0895	Cytophagales	0.0678	Hymenobacteraceae	0.0228	Adhaeribacter	0.0022	Adhaeribacter_aerolatus	0	NA	NA	NA	NA	NA	4861	1	2	1
OTU_503	Bacteria	0.9517	Actinobacteria	0.7952	Actinobacteria	0.1788	Micrococcales	0.1102	Microbacteriaceae	0.0462	Rhodoluna	0.002	Candidatus_Rhodoluna	0	NA	NA	NA	NA	NA	5866	2	3	3
OTU_504	Bacteria	1	Verrucomicrobia	0.9992	Verrucomicrobiae	0.9883	Verrucomicrobiales	0.981	Verrucomicrobiaceae	0.9797	Prosthecobacter	0.6407	Prosthecobacter_fluviatilis	0.0441	d:Bacteria,p:Chlamydiae,c:Chlamydiia,o:Chlamydiales,f:Parachlamydiaceae,g:Candidatus_Protochlamydia,s:Protochlamydia_naegleriophila	KNic_16S	no	90.9	33	313	2	1	1
OTU_505	Bacteria	0.8181	Proteobacteria	0.5956	Deltaproteobacteria	0.0692	Desulfuromonadales	0.0483	Geobacteraceae	0.0137	Geobacter	0.0014	Geobacter_pelophilus	0	NA	NA	NA	NA	NA	347	1	1	1
OTU_506	Bacteria	0.7736	Proteobacteria	0.5956	Deltaproteobacteria	0.0692	Bdellovibrionales	0.0483	Bacteriovoracaceae	0.0137	Peredibacter	0.0014	Peredibacter_starrii	0	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Streptomycetales,f:Streptomycetaceae,g:Streptomyces,s:Streptomyces_brasiliensis	DSM_43159	no	91	67	843	1	1	1
OTU_507	Bacteria	1	Proteobacteria	0.9968	Deltaproteobacteria	0.9923	Bdellovibrionales	0.9858	Bacteriovoracaceae	0.9631	Peredibacter	0.973	Peredibacter_starrii	0.9575	NA	NA	NA	NA	NA	843	1	1	1
OTU_508	Bacteria	1	Proteobacteria	0.96	Betaproteobacteria	0.9152	Burkholderiales	0.5655	Comamonadaceae	0.4044	Acidovorax	0.1355	Acidovorax_caeni	0.0141	d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Limnohabitans,s:Limnohabitans_australis	MWH-BRAZ-DAM2D_16S	no	93.1	1417	1460	11	1	1
OTU_509	Bacteria	0.8181	Proteobacteria	0.6289	Deltaproteobacteria	0.0773	Desulfuromonadales	0.0522	Geobacteraceae	0.0155	Geoalkalibacter	0.0016	Geoalkalibacter_ferrihydriticus	0	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Micrococcaceae,g:Rothia,s:Rothia_mucilaginosa	DY-18_16S	yes	92.3	65	2199	1	1	1
OTU_51	Bacteria	1	Firmicutes	0.9927	Clostridia	0.9913	Clostridiales	0.98740000000000006	Clostridiaceae	0.9864	Candidatus_Arthromitus	0.9876	Candidatus_Arthromitus	0.969	NA	NA	NA	NA	NA	3838	1	3	1
OTU_510	Bacteria	0.8849	Bacteroidetes	0.7287	Cytophagia	0.0773	Cytophagales	0.0561	Hymenobacteraceae	0.0173	Adhaeribacter	0.0017	Adhaeribacter_terreus	0	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae,g:Oceanobacillus,s:Oceanobacillus_chironomi	T3944D_16S	no	93	57	3649	1	2	1
OTU_511	Bacteria	1	Actinobacteria	0.9845	Actinobacteria	0.976	Propionibacteriales	0.7983	Nocardioidaceae	0.7915	Nocardioides	0.5302	Nocardioides_islandensis	0.0541	NA	NA	NA	NA	NA	3544	1	1	1
OTU_512	Bacteria	0.8181	Proteobacteria	0.6289	Deltaproteobacteria	0.0773	Desulfuromonadales	0.0522	Geobacteraceae	0.0155	Geobacter	0.0016	Geobacter_pelophilus	0	NA	NA	NA	NA	NA	347	1	1	1
OTU_513	Bacteria	1	Proteobacteria	0.9845	Alphaproteobacteria	0.9828	Rhizobiales	0.9371	Methylobacteriaceae	0.8437	Microvirga	0.8292	Microvirga_aerophila	0.1169	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Bradyrhizobiaceae,g:Bradyrhizobium,s:Bradyrhizobium_daqingense	CCBAU_15774	no	90.1	1290	2376	3	2	1
OTU_514	Bacteria	1	Actinobacteria	0.9784	Actinobacteria	0.9558	Micrococcales	0.6992	Microbacteriaceae	0.6387	Rathayibacter	0.1664	Rathayibacter_festucae	0.0141	NA	NA	NA	NA	NA	409	6	2	2
OTU_515	Bacteria	1	Actinobacteria	0.9743	Actinobacteria	0.949	Propionibacteriales	0.9152	Propionibacteriaceae	0.9034	Propionibacterium	0.5302	Propionibacterium_acnes	0.2112	NA	NA	NA	NA	NA	2439	2	4	2
OTU_516	Bacteria	1	Proteobacteria	0.952	Alphaproteobacteria	0.9085	Rhizobiales	0.7322	Beijerinckiaceae	0.4449	Methylocella	0.1664	Methylocella_silvestris	0.0141	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Rhizobium,s:Rhizobium_taibaishanense	CCNWSX_0483	no	90.5	854	1221	4	2	1
OTU_517	Bacteria	1	Firmicutes	0.9992	Bacilli	0.9992	Lactobacillales	0.9938	Streptococcaceae	0.9887	Streptococcus	0.9897	Streptococcus_thermophilus	0.494	d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Streptococcaceae,g:Streptococcus,s:Streptococcus_porcorum	682/03_16S	yes	96.4	1380	2040	4	3	2
OTU_518	Bacteria	0.9962	Proteobacteria	0.8487	Gammaproteobacteria	0.0982	Legionellales	0.0678	Legionellaceae	0.0228	Legionella	0.0022	Legionella_hackeliae	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,s:Sphingomonas_koreensis	JSS-26_16S	no	93.4	380	4178	1	2	1
OTU_519	Bacteria	0.9962	Proteobacteria	0.7287	Alphaproteobacteria	0.0935	Rhizobiales	0.0639	Phyllobacteriaceae	0.021	Chelativorans	0.002	Chelativorans_composti	0	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae,g:Constrictibacter,s:Constrictibacter_antarcticus	262-8_16S	no	97.3	37	NA	NA	NA	NA
OTU_52	Bacteria	1	Proteobacteria	0.9804	Alphaproteobacteria	0.9693	Rhizobiales	0.9481	Bradyrhizobiaceae	0.6769	Tardiphaga	0.4089	Tardiphaga_robiniae	0.0641	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Bradyrhizobiaceae,g:Rhodopseudomonas,s:Rhodopseudomonas_boonkerdii	NBRC_106595	no	98.1	1411	5411	1	1	1
OTU_520	Bacteria	1	Armatimonadetes	0.9215	Armatimonadia	0.6967	Armatimonadales	0.3906	Armatimonadaceae	0.2014	Armatimonas	0.0497	Armatimonas_rosea	0.0043	d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Leuconostocaceae,g:Weissella,s:Weissella_thailandensis	FS61-1_16S	no	91.7	36	4763	1	1	1
OTU_522	Bacteria	1	Verrucomicrobia	0.9804	Spartobacteria	0.9085	Chthoniobacterales	0.7653	Chthoniobacteraceae	0.7533	Chthoniobacter	0.6878	Chthoniobacter_flavus	0.494	d:Bacteria,p:Chlamydiae,c:Chlamydiia,o:Chlamydiales,f:Parachlamydiaceae,g:Candidatus_Protochlamydia,s:Protochlamydia_naegleriophila	KNic_16S	no	93.3	30	4998	1	1	1
OTU_523	Bacteria	1	Bacteroidetes	0.9978	Chitinophagia	0.9085	Chitinophagales	0.7653	Chitinophagaceae	0.7533	Niastella	0.0282	Niastella_koreensis	0.0026	d:Bacteria,p:Bacteroidetes,c:Chitinophagia,o:Chitinophagales,f:Chitinophagaceae,g:Chitinophaga,s:Chitinophaga_arvensicola	IAM_12650	no	91.6	1266	3395	2	2	1
OTU_525	Bacteria	0.8181	Bacteroidetes	0.7619	Flavobacteriia	0.0692	Flavobacteriales	0.0483	Crocinitomicaceae	0.0137	Lishizhenia	0.0014	Lishizhenia_caseinilytica	0	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:unsure_unclassified_Gammaproteobacteria,f:unclassified,g:Acidibacter,s:Acidibacter_ferrireducens	MCF85_16S	no	90.6	32	2535	1	1	1
OTU_527	Bacteria	1	Proteobacteria	0.9989	Alphaproteobacteria	0.9991	Rickettsiales	0.9924	Rickettsiaceae	0.9901	Rickettsia	0.989	Rickettsia_monacensis	0.1169	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Pseudonocardiales,f:Pseudonocardiaceae,g:Saccharopolyspora,s:Saccharopolyspora_hirsuta	ATCC_27875	no	90.3	31	238	28	1	1
OTU_528	Bacteria	0.2393	Thermotogae	0.1964	Thermotogae	0.0274	Petrotogales	0.015	unsure_Petrotogaceae	0.0015	Marinitoga	3e-4	Marinitoga_okinawensis	0	NA	NA	NA	NA	NA	2655	1	1	1
OTU_529	Bacteria	1	Proteobacteria	0.9763	Gammaproteobacteria	0.9558	Enterobacterales	0.9262	Erwiniaceae	0.8238	Erwinia	0.7821	Erwinia_billingiae	0.494	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacterales,f:Erwiniaceae,g:Erwinia,s:Erwinia_billingiae	Eb661_16S	yes	98.8	1445	331	10	4	2
OTU_53	Bacteria	1	Actinobacteria	0.9983	Actinobacteria	0.9963	Corynebacteriales	0.8643	Nocardiaceae	0.8437	Rhodococcus	0.7821	Rhodococcus_corynebacterioides	0.5993	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales,f:Nocardiaceae,g:Rhodococcus,s:Rhodococcus_corynebacterioides	DSM_20151	no	98.6	1367	2834	4	3	2
OTU_530	Bacteria	1	Bacteroidetes	0.9988	Cytophagia	0.9991	Cytophagales	0.9975	Hymenobacteraceae	0.9913	Hymenobacter	0.9904	Hymenobacter_norwichensis	0.9346	NA	NA	NA	NA	NA	2920	1	1	1
OTU_531	Bacteria	1	Proteobacteria	0.956	Gammaproteobacteria	0.9085	Legionellales	0.6332	Legionellaceae	0.6006	Legionella	0.0926	Legionella_longbeachae	0.0059	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Komagataeibacter,s:Komagataeibacter_rhaeticus	DST_GL02	no	94.6	37	2063	6	3	1
OTU_532	Bacteria	0.2393	Cyanobacteria	0.1964	Gloeobacteria	0.0274	Gloeobacterales	0.015	Gloeobacteraceae	0.0015	Gloeobacter	3e-4	Gloeobacter_violaceus	0	d:Bacteria,p:Chlamydiae,c:Chlamydiia,o:Chlamydiales,f:Criblamydiaceae,g:Criblamydia,s:Criblamydia_sequanensis	CRIB-18_16S	no	96.6	29	3803	2	1	1
OTU_533	Bacteria	0.9962	Proteobacteria	0.7619	Alphaproteobacteria	0.0982	Rhizobiales	0.0678	Methylobacteriaceae	0.021	Microvirga	0.002	Microvirga_subterranea	0	NA	NA	NA	NA	NA	2376	3	2	1
OTU_534	Bacteria	1	Actinobacteria	0.999	Actinobacteria	0.9992	Bifidobacteriales	0.9986	Bifidobacteriaceae	0.999	Bifidobacterium	0.9869	Bifidobacterium_longum	0.9346	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Bifidobacteriales,f:Bifidobacteriaceae,g:Bifidobacterium,s:Bifidobacterium_stellenboschense	AFB23-3_16S	no	94.3	1397	3317	1	5	1
OTU_535	Bacteria	0.8404	Proteobacteria	0.6621	Deltaproteobacteria	0.0854	Desulfuromonadales	0.0522	Desulfuromonadaceae	0.0155	Pelobacter	0.0016	Pelobacter_carbinolicus	0	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Sporolactobacillaceae,g:unsure_Terrabacteria_group,s:Bacillus_clarkii	DSM_8720	no	94.7	38	3931	1	1	1
OTU_536	Bacteria	1	Firmicutes	0.9886	Bacilli	0.9893	Lactobacillales	0.959	Streptococcaceae	0.9034	Streptococcus	0.9531	Streptococcus_mitis	0.0341	d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Streptococcaceae,g:Streptococcus,s:Streptococcus_porcorum	682/03_16S	yes	92.7	1358	790	13	6	1
OTU_537	Bacteria	1	Firmicutes	0.9979	Bacilli	0.9913	Bacillales	0.9371	Bacillaceae	0.8835	Lysinibacillus	0.8292	Lysinibacillus_boronitolerans	0.2112	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae,g:Bacillus,s:Bacillus_krulwichiae	NBRC_102362	no	91.4	1411	2572	1	2	2
OTU_538	Bacteria	1	Bacteroidetes	0.93	Chitinophagia	0.6481	Chitinophagales	0.3049	Saprospiraceae	0.1537	Haliscomenobacter	0.0032	Haliscomenobacter_hydrossis	0	d:Bacteria,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Chryseobacterium,s:Chryseobacterium_piscicola	VQ-6316s_16S	no	93.5	31	2964	1	2	1
OTU_539	Bacteria	1	Proteobacteria	0.952	Alphaproteobacteria	0.9085	Rhizobiales	0.6662	Hyphomicrobiaceae	0.6006	Hyphomicrobium	0.1355	Hyphomicrobium_vulgare	0.0141	NA	NA	NA	NA	NA	584	5	1	1
OTU_54	Bacteria	0.2615	Proteobacteria	0.1964	Deltaproteobacteria	0.0274	Desulfurellales	0.015	Desulfurellaceae	0.0015	Hippea	3e-4	Hippea_maritima	0	NA	NA	NA	NA	NA	4609	2	1	1
OTU_540	Bacteria	0.6623	Firmicutes	0.4293	Bacilli	0.057	Bacillales	0.0366	Planococcaceae	0.0081	Sporosarcina	9e-4	Sporosarcina_ureae	0	NA	NA	NA	NA	NA	2817	1	2	1
OTU_541	Bacteria	0.5509	Firmicutes	0.3627	Clostridia	0.0489	Clostridiales	0.0288	Clostridiales_Family_XIII_Incertae_Sedis	0.0045	Anaerovorax	6e-4	Anaerovorax_odorimutans	0	d:Bacteria,p:Firmicutes,c:Tissierellia,o:Tissierellales,f:Peptoniphilaceae,g:Anaerococcus,s:Anaerococcus_octavius	NCTC_9810	no	95.1	41	1584	1	1	1
OTU_542	Bacteria	1	Proteobacteria	0.9906	Alphaproteobacteria	0.9903	Sphingomonadales	0.97	Sphingomonadaceae	0.8238	Novosphingobium	0.7349	Novosphingobium_lindaniclasticum	0.2112	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingobium,s:Sphingobium_scionense	WP01_16S	no	94.3	1337	1021	9	1	1
OTU_543	Bacteria	1	Proteobacteria	0.9479	Alphaproteobacteria	0.9017	Rhizobiales	0.6332	Bradyrhizobiaceae	0.4855	Bosea	0.2877	Bosea_robiniae	0.0076	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Bradyrhizobiaceae,g:Bosea,s:Bosea_robiniae	R-46070_16S	no	94.6	1413	957	8	1	1
OTU_544	Bacteria	1	Proteobacteria	0.9845	Betaproteobacteria	0.9828	Burkholderiales	0.959	Burkholderiaceae	0.9432	Burkholderia	0.4696	Burkholderia_multivorans	0.1169	d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Burkholderiaceae,g:Burkholderia,s:Burkholderia_pyrrocinia	2327_16S	no	98	1422	884	26	5	1
OTU_545	Bacteria	1	Proteobacteria	0.9479	Gammaproteobacteria	0.9017	Legionellales	0.6051	Legionellaceae	0.5624	Legionella	0.0926	Legionella_lytica	0.0043	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sandaracinobacter,s:Sandaracinobacter_sibiricus	RB16-17_16S	no	100	26	524	3	2	2
OTU_546	Bacteria	1	Verrucomicrobia	0.9314	Spartobacteria	0.5816	Chthoniobacterales	0.2621	Chthoniobacteraceae	0.1298	Chthoniobacter	0.0157	Chthoniobacter_flavus	9e-4	d:Bacteria,p:Firmicutes,c:Negativicutes,o:Selenomonadales,f:Selenomonadaceae,g:Pectinatus,s:Pectinatus_frisingensis	CCM_6217	no	90	40	4998	1	1	1
OTU_547	Bacteria	1	Firmicutes	0.9996	Bacilli	0.9987	Bacillales	0.9938	Staphylococcaceae	0.9887	Macrococcus	0.9876	Macrococcus_bovicus	0.5993	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae,g:Virgibacillus,s:Virgibacillus_arcticus	Hal_1	no	91.5	1335	1663	8	1	1
OTU_548	Bacteria	1	Actinobacteria	0.9986	Actinobacteria	0.9986	Micrococcales	0.9841	Microbacteriaceae	0.9819	Rhodoluna	0.7821	Rhodoluna_lacicola	0.494	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTU_549	Bacteria	1	DeinococcusThermus	0.9681	Deinococci	0.9355	Deinococcales	0.8313	Trueperaceae	0.6769	Truepera	0.5908	Truepera_radiovictrix	0.3055	NA	NA	NA	NA	NA	2143	1	2	1
OTU_55	Bacteria	1	Bacteroidetes	0.9988	Flavobacteriia	0.9992	Flavobacteriales	0.9979	Flavobacteriaceae	0.9917	Empedobacter	0.9883	Empedobacter_falsenii	0.5993	d:Bacteria,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:Flavobacterium_aquidurense	DSM_18293	no	100	34	NA	NA	NA	NA
OTU_550	Bacteria	1	Proteobacteria	0.9906	Betaproteobacteria	0.9903	Burkholderiales	0.9481	Comamonadaceae	0.9233	Brachymonas	0.8763	Brachymonas_denitrificans	0.494	d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:unsure_unclassified_Burkholderiales,g:Tepidimonas,s:Tepidimonas_fonticaldi	AT-A2_16S	no	94	1445	165	1	1	1
OTU_551	Bacteria	1	Actinobacteria	0.9983	Actinobacteria	0.9986	Propionibacteriales	0.9858	Nocardioidaceae	0.9842	Nocardioides	0.9862	Nocardioides_marinquilinus	0.9438	d:Bacteria,p:Firmicutes,c:Tissierellia,o:unsure_Terrabacteria_group,f:unsure_unclassified_Tissierellia,g:Tepidimicrobium,s:Tepidimicrobium_ferriphilum	DSM_16624	no	96.6	58	4552	1	1	1
OTU_552	Bacteria	1	Actinobacteria	0.9329	Actinobacteria	0.8747	Propionibacteriales	0.6051	Propionibacteriaceae	0.4855	Propionibacterium	0.0711	Propionibacterium_australiense	0.0059	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Propionibacteriales,f:Propionibacteriaceae,g:Propionibacterium,s:Propionibacterium_freudenreichii	CIRM-B1AI_16S	yes	93.7	1434	929	2	1	1
OTU_553	Bacteria	1	Proteobacteria	0.93	Alphaproteobacteria	0.7696	Rhodospirillales	0.3478	Rhodospirillaceae	0.1775	Ferrovibrio	0.0197	Ferrovibrio_denitrificans	0.0011	NA	NA	NA	NA	NA	5443	1	1	1
OTU_554	Bacteria	1	Proteobacteria	0.9825	Alphaproteobacteria	0.949	Rhizobiales	0.9152	Rhizobiaceae	0.8437	Agrobacterium	0.8292	Agrobacterium_larrymoorei	0.8396	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Rhizobium,s:Rhizobium_taibaishanense	CCNWSX_0483	no	96.7	855	649	10	1	1
OTU_556	Bacteria	1	Firmicutes	0.9329	Bacilli	0.8182	Bacillales	0.4666	Paenibacillaceae	0.2014	Thermobacillus	0.0157	Thermobacillus_composti	9e-4	NA	NA	NA	NA	NA	2644	1	2	1
OTU_557	Bacteria	1	Firmicutes	0.9804	Clostridia	0.9693	Clostridiales	0.9481	Lachnospiraceae	0.9034	Blautia	0.9531	Blautia_wexlerae	0.0641	NA	NA	NA	NA	NA	3497	2	1	1
OTU_558	Bacteria	1	Firmicutes	0.9968	Clostridia	0.9933	Clostridiales	0.9907	Clostridiaceae	0.9233	Clostridium	0.9597	Clostridium_perfringens	0.9392	NA	NA	NA	NA	NA	3844	1	4	1
OTU_559	Bacteria	1	Proteobacteria	0.9681	Betaproteobacteria	0.9355	Burkholderiales	0.8933	Oxalobacteraceae	0.8636	Massilia	0.8763	Massilia_albidiflava	0.494	d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,s:Massilia_lutea	101_16S	no	99	1439	116	6	1	1
OTU_56	Bacteria	1	Cyanobacteria	0.9743	unsure_Terrabacteria_group	0.9152	Oscillatoriales	0.5458	Coleofasciculaceae	0.3232	Coleofasciculus	0.114	Coleofasciculus_chthonoplastes	0.0092	d:Bacteria,p:Cyanobacteria,c:unsure_Terrabacteria_group,o:Nostocales,f:Tolypothrichaceae,g:Hassallia,s:Hassallia_andreassenii	CCALA_954	no	91.6	1057	5879	1	1	1
